일자,휴일구분,전체건수,성인건수,청소년건수,어린이건수,경로건수,유공자건수,장애인건수,3세미만건수,연간회원건수,평균기온,일강수량,평균상대습도,평균현지기압,미세먼지_PM10,미세먼지_PM25
2026-04-07,평일,687,338,6,160,20,3,50,69,41,8.2,0,37,1009,21,3
2026-04-08,평일,0,0,0,0,0,0,0,0,0,10.3,0,39.4,1010.7,22,6
2026-04-09,평일,0,0,0,0,0,0,0,0,0,10.9,14.5,76.5,997.6,24,11
2026-04-10,평일,0,0,0,0,0,0,0,0,0,10.6,4.1,90.6,996.2,23,11
2026-04-11,토요일,0,0,0,0,0,0,0,0,0,13.5,0,73.3,1004.7,39,29
2026-04-12,일요일,0,0,0,0,0,0,0,0,0,15.8,0,53.4,1007.3,46,26
2026-04-13,평일,0,0,0,0,0,0,0,0,0,19,0,38.1,1006.9,30,11
2026-04-14,평일,0,0,0,0,0,0,0,0,0,18.5,0,39.6,1004.7,34,11
2026-04-15,평일,0,0,0,0,0,0,0,0,0,19,0,43.9,1004.4,35,13
2026-04-16,평일,0,0,0,0,0,0,0,0,0,19.9,0,32.4,1009.2,28,7
2026-04-17,평일,0,0,0,0,0,0,0,0,0,15,1.4,56.9,1007.7,26,8
2026-04-18,토요일,0,0,0,0,0,0,0,0,0,18,0,59.3,1006.7,34,11
2026-04-19,일요일,0,0,0,0,0,0,0,0,0,20,0,54.3,1004.8,35,10
2026-04-20,평일,0,0,0,0,0,0,0,0,0,13.3,0.2,66.4,1005.1,56,16
2026-04-21,평일,0,0,0,0,0,0,0,0,0,13.3,0,40,1010.5,105,10
2026-04-22,평일,0,0,0,0,0,0,0,0,0,14.4,0,40.4,1006.4,55,7
2026-04-23,평일,0,0,0,0,0,0,0,0,0,16.4,0,37.5,1002.6,52,9
2026-04-24,평일,0,0,0,0,0,0,0,0,0,16.7,0,29,1008.1,28,5
2026-04-25,토요일,0,0,0,0,0,0,0,0,0,17.7,0,36.3,1010.2,40,8
2026-04-26,일요일,0,0,0,0,0,0,0,0,0,17.3,0,36.1,1005.1,36,8
2026-04-27,평일,0,0,0,0,0,0,0,0,0,17.4,0,35.1,1004,40,9
2026-04-28,평일,0,0,0,0,0,0,0,0,0,14.7,0,51,1006.4,41,12
2026-04-29,평일,0,0,0,0,0,0,0,0,0,14.2,0,53,1010.4,34,11
2026-04-30,평일,0,0,0,0,0,0,0,0,0,16.2,0,42.9,1006.1,36,12
2026-05-01,평일,0,0,0,0,0,0,0,0,0,16.7,0,42.5,1002.4,41,11
2026-05-02,토요일,0,0,0,0,0,0,0,0,0,17.8,0,55.6,1003.4,51,23
2026-05-03,일요일,0,0,0,0,0,0,0,0,0,12.8,17.2,92.3,995.5,32,12
2026-05-04,평일,0,0,0,0,0,0,0,0,0,14.2,0,52,1005.4,32,6
2026-05-05,휴일,0,0,0,0,0,0,0,0,0,14.9,0,49.1,1009.9,31,6
2026-05-06,평일,0,0,0,0,0,0,0,0,0,17.2,0,52.4,1008.1,29,6
2026-05-07,평일,0,0,0,0,0,0,0,0,0,16.6,0.1,64.4,1004.3,31,8
2026-05-08,평일,0,0,0,0,0,0,0,0,0,15.7,0,44.1,1007.2,33,7
2026-05-09,토요일,0,0,0,0,0,0,0,0,0,16.1,0,47.5,1011.2,29,6
2026-05-10,일요일,0,0,0,0,0,0,0,0,0,18.1,0,48.9,1009.3,29,7
2026-05-11,평일,0,0,0,0,0,0,0,0,0,18.8,0.1,65.8,1006.5,27,6
2026-05-12,평일,0,0,0,0,0,0,0,0,0,17.2,23,90.4,1001.6,23,3
2026-05-13,평일,0,0,0,0,0,0,0,0,0,20,0,67.8,1001.8,37,13
2026-05-14,평일,0,0,0,0,0,0,0,0,0,23.1,0,55.1,1006.8,39,16
2026-05-15,평일,0,0,0,0,0,0,0,0,0,23.2,0,50.5,1012.7,32,12
2026-05-16,토요일,0,0,0,0,0,0,0,0,0,22.8,0,52.8,1013.3,38,15
2026-05-17,일요일,0,0,0,0,0,0,0,0,0,22.7,0,51.9,1011.2,35,14
2026-05-18,평일,0,0,0,0,0,0,0,0,0,23.2,0,50.4,1008.4,38,17
2026-05-19,평일,0,0,0,0,0,0,0,0,0,22.2,0,50.5,1005.6,39,18
2026-05-20,평일,0,0,0,0,0,0,0,0,0,16.4,74,90.9,1000.9,23,7
2026-05-21,평일,0,0,0,0,0,0,0,0,0,17.5,3.1,93,998.1,17,3
2026-05-22,평일,0,0,0,0,0,0,0,0,0,20.9,0,64.6,1003.7,22,6
2026-05-23,토요일,0,0,0,0,0,0,0,0,0,19.4,0,61.9,1004.2,26,9
2026-05-24,일요일,0,0,0,0,0,0,0,0,0,21.6,0,66.3,1005.4,24,9
2026-05-25,평일,0,0,0,0,0,0,0,0,0,24.6,0,67,1002.6,31,12
2026-05-26,평일,0,0,0,0,0,0,0,0,0,24.7,0.3,71.4,998.7,31,12
2026-05-27,평일,0,0,0,0,0,0,0,0,0,22.3,16.8,83.3,996.5,20,5
2026-05-28,평일,0,0,0,0,0,0,0,0,0,21.1,4.9,90.1,996.8,21,5
2026-05-29,평일,0,0,0,0,0,0,0,0,0,21.3,0,65.6,1001.4,45,19
2026-05-30,토요일,0,0,0,0,0,0,0,0,0,22.4,0,59.3,1003.2,30,12
2026-05-31,일요일,0,0,0,0,0,0,0,0,0,24,0,52.9,1005.6,28,10
2026-06-01,평일,0,0,0,0,0,0,0,0,0,24,0,55.4,1005.8,33,14
2026-06-02,평일,0,0,0,0,0,0,0,0,0,23.6,0,67.4,999,31,14
2026-06-03,평일,0,0,0,0,0,0,0,0,0,25.2,0,68.4,996.1,32,15
2026-06-04,평일,2,0,0,0,0,0,0,0,2,24.4,5.4,71.4,994.6,35,15
2026-06-05,평일,1207,413,182,257,46,21,58,99,131,21.3,0,55.8,1000.2,16,5
2026-06-06,휴일,5592,2654,136,1176,139,33,153,429,872,22.4,0,50,1004.6,17,6
2026-06-07,일요일,4951,2366,89,978,99,40,107,353,919,23.3,0,57.3,1000.7,18,6
2026-06-08,평일,1119,556,25,250,56,17,31,117,67,20.6,0,66.8,999.7,27,12
2026-06-09,평일,879,340,165,182,27,4,37,64,60,21.8,0,60,1000.4,27,12
2026-06-10,평일,858,418,120,95,20,8,18,102,77,21.8,0,52.3,1001.7,21,7
2026-06-11,평일,758,382,8,182,29,13,16,93,35,21.2,0,63.1,1003.9,15,5
2026-06-12,평일,928,509,7,152,17,7,42,105,89,22,0,60.4,1005.7,18,8
2026-06-13,토요일,7700,3738,138,1774,140,25,160,617,1108,24.2,0,50.5,1003.9,40,8
2026-06-14,일요일,4524,2203,89,916,103,10,61,249,893,22.9,3.1,71.9,1003.3,18,9
2026-06-15,평일,856,495,24,174,20,2,8,86,47,24.8,0,57.3,1005.1,18,10
2026-06-16,평일,940,691,0,154,8,6,5,34,42,26.8,0,53,1005.4,19,10
2026-06-17,평일,692,366,29,175,17,2,18,48,37,25,17.8,72,1003,26,7
2026-06-18,평일,524,299,7,64,9,6,30,62,47,25.7,0.9,76.4,1001,15,6
2026-06-19,평일,693,406,10,146,14,8,25,49,35,25.8,10.3,76.4,998.9,23,11
2026-06-20,토요일,1391,685,14,281,16,2,22,85,286,22.1,61.2,92.4,992,8,2
2026-06-21,일요일,7113,3582,104,1413,101,14,83,473,1343,23.1,0.7,75.8,1001,10,3
2026-06-22,평일,783,477,3,133,18,6,12,83,51,22.5,1.2,81.3,1001.6,17,7
2026-06-23,평일,798,469,5,113,26,14,22,88,61,22.3,0,67.9,1002.6,13,5
2026-06-24,평일,909,508,27,116,20,11,29,127,71,22.2,0,63,1000.5,6,1
2026-06-25,평일,540,306,26,81,22,10,5,56,34,22.9,0.3,69.6,997.4,12,3
2026-06-26,평일,1024,610,26,170,17,7,17,110,67,23.8,0,64.5,997.8,16,8
2026-06-27,토요일,7560,4019,104,1995,80,28,87,377,870,25.4,0,62.1,997.5,20,10
2026-06-28,일요일,4372,2391,70,866,57,10,49,321,608,25.8,0.3,64.6,1001.3,20,11
2026-06-29,평일,798,441,6,152,14,0,27,105,53,26.5,0,68.8,1003.9,20,10
2026-06-30,평일,518,290,13,104,15,17,8,43,28,26,8.5,68.3,1003.5,-,-
